Age,Workclass,Education,Marital Status,Occupation,Relationship,Capital Gain,Capital Loss,Hours per week,Country,Target
28.00 < Age <= 37.00,Private,Associates,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Sales,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Bachelors,Separated,Sales,Unmarried,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Bachelors,Married,Sales,Husband,None,High,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Private,Bachelors,Married,White-Collar,Husband,Low,None,Hours per week <= 40.00,Euro_2,"Less than $50
37.00 < Age <= 48.00,Private,Associates,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Self-emp-not-inc,Associates,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Masters,Never-Married,Professional,Not-in-family,High,None,Hours per week > 45.00,United-States,"More than $50
Age > 48.00,Private,Bachelors,Married,Blue-Collar,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Bachelors,Separated,White-Collar,Not-in-family,None,None,Hours per week <= 40.00,China,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Self-emp-inc,High School grad,Widowed,Sales,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,High School grad,Separated,Blue-Collar,Not-in-family,None,None,Hours per week > 45.00,United-States,"Less than $50
Age > 48.00,Federal-gov,Bachelors,Married,Professional,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,Masters,Never-Married,White-Collar,Not-in-family,High,None,Hours per week > 45.00,United-States,"More than $50
Age <= 28.00,Private,Dropout,Married,Blue-Collar,Own-child,None,None,40.00 < Hours per week <= 45.00,Latin-America,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,State-gov,Masters,Married,Professional,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Married,White-Collar,Husband,High,None,Hours per week > 45.00,United-States,"More than $50
Age <= 28.00,Federal-gov,High School grad,Never-Married,Admin,Not-in-family,None,High,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Own-child,None,None,Hours per week > 45.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Bachelors,Never-Married,White-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Service,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,Dropout,Separated,Blue-Collar,Not-in-family,None,None,Hours per week <= 40.00,South-America,"Less than $50
28.00 < Age <= 37.00,Private,Bachelors,Married,White-Collar,Wife,None,None,Hours per week > 45.00,United-States,"More than $50
Age > 48.00,Self-emp-not-inc,High School grad,Separated,Sales,Not-in-family,None,None,Hours per week > 45.00,United-States,"More than $50
28.00 < Age <= 37.00,Self-emp-inc,High School grad,Married,Sales,Husband,High,None,Hours per week > 45.00,United-States,"More than $50
Age > 48.00,Private,High School grad,Married,Sales,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Self-emp-inc,High School grad,Married,White-Collar,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
Age > 48.00,Private,Bachelors,Married,White-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Separated,Sales,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,Bachelors,Never-Married,Professional,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Local-gov,Masters,Married,Admin,Husband,Low,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Admin,Unmarried,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Self-emp-not-inc,Doctorate,Never-Married,Professional,Unmarried,None,None,Hours per week > 45.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Other,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Admin,Own-child,None,None,Hours per week <= 40.00,Other,"Less than $50
Age <= 28.00,Private,High School grad,Married,Admin,Husband,None,High,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Professional,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Separated,Admin,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Separated,Sales,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,State-gov,Bachelors,Married,Other,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Bachelors,Married,White-Collar,Husband,None,High,Hours per week > 45.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Wife,None,None,Hours per week <= 40.00,Latin-America,"More than $50
Age > 48.00,Private,Dropout,Married,Blue-Collar,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
37.00 < Age <= 48.00,Self-emp-inc,Associates,Married,Professional,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Associates,Separated,Service,Not-in-family,None,None,Hours per week <= 40.00,South-America,"Less than $50
Age > 48.00,Private,Bachelors,Married,Sales,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Self-emp-inc,Masters,Married,White-Collar,Husband,None,High,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Married,White-Collar,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
Age <= 28.00,Private,Associates,Never-Married,Other,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Self-emp-inc,High School grad,Separated,Sales,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Bachelors,Separated,Professional,Unmarried,None,None,40.00 < Hours per week <= 45.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Bachelors,Married,Professional,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Married,White-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Self-emp-inc,Associates,Married,Service,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Self-emp-not-inc,High School grad,Married,Sales,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Local-gov,High School grad,Separated,Admin,Unmarried,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,Low,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Self-emp-inc,High School grad,Married,White-Collar,Husband,None,High,40.00 < Hours per week <= 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Associates,Never-Married,Professional,Not-in-family,None,None,Hours per week > 45.00,United-States,"Less than $50
37.00 < Age <= 48.00,State-gov,Dropout,Separated,Blue-Collar,Unmarried,None,None,Hours per week > 45.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Bachelors,Married,Professional,Husband,None,None,Hours per week <= 40.00,Other,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Other,Not-in-family,None,None,Hours per week > 45.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Doctorate,Never-Married,Blue-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Bachelors,Married,White-Collar,Husband,None,High,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Never-Married,White-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Masters,Married,White-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,Masters,Married,White-Collar,Husband,None,High,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,Dropout,Married,Sales,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Associates,Married,Sales,Wife,High,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Separated,Admin,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Sales,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,Bachelors,Married,Professional,Wife,High,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Private,High School grad,Married,Sales,Husband,High,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Self-emp-not-inc,High School grad,Married,Service,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
Age <= 28.00,Private,Masters,Never-Married,Professional,Not-in-family,None,Low,40.00 < Hours per week <= 45.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,High School grad,Never-Married,Service,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Associates,Married,Service,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,Dropout,Never-Married,Service,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Admin,Unmarried,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Local-gov,Associates,Married,Other,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Separated,Blue-Collar,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Local-gov,High School grad,Married,Other,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
Age > 48.00,Private,Bachelors,Married,Sales,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Private,Dropout,Married,Service,Wife,None,None,Hours per week <= 40.00,Latin-America,"Less than $50
Age > 48.00,Private,High School grad,Separated,Blue-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,Dropout,Never-Married,Sales,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Self-emp-inc,High School grad,Married,Sales,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Self-emp-not-inc,Prof-School,Married,Professional,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,Bachelors,Married,Service,Wife,High,None,Hours per week > 45.00,SE-Asia,"More than $50
Age <= 28.00,Private,High School grad,Married,White-Collar,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
Age > 48.00,Private,Masters,Married,White-Collar,Husband,Low,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Bachelors,Separated,White-Collar,Unmarried,None,High,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Federal-gov,Bachelors,Never-Married,Professional,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,Bachelors,Never-Married,Sales,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Self-emp-not-inc,Bachelors,Married,Professional,Husband,High,None,Hours per week > 45.00,Other,"More than $50
Age > 48.00,Private,Masters,Separated,Professional,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Bachelors,Married,Professional,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Admin,Husband,None,None,Hours per week <= 40.00,Latin-America,"Less than $50
28.00 < Age <= 37.00,Private,Bachelors,Married,Professional,Husband,None,Low,Hours per week > 45.00,United-States,"More than $50
Age > 48.00,Private,Dropout,Separated,Blue-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Married,White-Collar,Own-child,Low,None,Hours per week <= 40.00,Other,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Bachelors,Separated,Sales,Unmarried,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Admin,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Dropout,Separated,Blue-Collar,Not-in-family,None,None,Hours per week > 45.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Admin,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
